QUOTE;AUTHOR;GENRE
I'm embarrassed every time I look a teacher in the eye, because we ask them to do so much for so little.;Phil McGraw;teacher
I could undertake to be an efficient pupil if it were possible to find an efficient teacher.;Gertrude Stein;teacher
Vadim was both my teacher and my husband. I placed myself entirely in his hands.;Brigitte Bardot;teacher
If I'd stayed at college I would have become a teacher.;Syd Barrett;teacher
Experience is a great teacher.;John Legend;teacher
No bubble is so iridescent or floats longer than that blown by the successful teacher.;William Osler;teacher
A good teacher must be able to put himself in the place of those who find learning hard.;Eliphas Levi;teacher
This is what I would have done if I had to have a real job: I would have been a history teacher.;Kareem Abdul-Jabbar;teacher
I'm an unemployed teacher right now and I'm looking for a place to teach.;Bobby Knight;teacher
Fear is not a good teacher. The lessons of fear are quickly forgotten.;Mary Catherine Bateson;teacher
A good teacher must know the rules a good pupil, the exceptions.;Martin H. Fischer;teacher
What students lack in school is an intellectual relationship or conversation with the teacher.;William Glasser;teacher
I'd like to think I'm a great teacher.;Gordon Ramsay;teacher
There's many a bestseller that could have been prevented by a good teacher.;Flannery O'Connor;teacher
Every marriage tends to consist of an aristocrat and a peasant. Of a teacher and a learner.;John Updike;teacher
Events are the best teacher for us. You try to learn from people, there is always some bend to it.;Yoko Ono;teacher
History is the only true teacher, the revolution the best school for the proletariat.;Rosa Luxemburg;teacher
My ambition in high school was to be a high school coach and teacher, and that's still what I do: teach.;Mike Krzyzewski;teacher
Tragedy is a hell of a teacher. It's much too strict, but it's a hell of a teacher.;Harlan Coben;teacher
My art teacher in junior high was a very out gay man and a mentor to me.;Gus Van Sant;teacher
Do I think it's OK to fight authority as long as you're only talking about the high school teacher? No.;John Mellencamp;teacher
My father was a swim teacher. We used to swim before school, swim after school.;Gordon Ramsay;teacher
They should regard me as what I am. I am a spiritual leader and teacher.;Louis Farrakhan;teacher
A good teacher is a determined person.;Gilbert Highet;teacher
Why not whip the teacher when the pupil misbehaves?;Diogenes of Sinope;teacher
I'm like a really goofy home ec teacher.;Alton Brown;teacher
I can remember exactly where I sat when my teacher first read Roald Dahl's 'James and the Giant Peach'.;Dave Eggers;teacher
I have to be a teacher to my daughters.;Carnie Wilson;teacher
The greatest teacher I know is the job itself.;James Cash Penney;teacher
I would probably be a teacher if I weren't a comedian.;Brad Garrett;teacher
Last time I was in Jamaica I financed a teacher to teach in an orphanage.;Ziggy Marley;teacher
Evil can be a teacher, if you look at the wisdom of its negative power.;Tom Brown, Jr.;teacher
Being a mother has been my greatest teacher and also the most self-sacrificing thing I've ever done.;Katey Sagal;teacher
I claim Dickens as a mentor. He's my teacher. He's one of my driving forces.;Anne Rice;teacher
Charming women can true converts make, We love the precepts for the teacher's sake.;George Farquhar;teacher
It's the teacher that makes the difference, not the classroom.;Michael Morpurgo;teacher
My duty as a teacher is to train, educate future programmers.;Niklaus Wirth;teacher
I want to thank my mum, my daddy, my coach, my teacher, everybody in my life.;Jet Li;teacher
I do readings at the public library. I just did a benefit scene night for my old acting teacher.;Mark Ruffalo;teacher
We love the precepts for the teacher's sake.;George Farquhar;teacher
It was my family that wanted me to be a teacher. That was safe, you see. To be a painter was terrible.;Josef Albers;teacher
I was an elementary school teacher.;Luciano Pavarotti;teacher
I have always believed that 98% of a student's progress is due to his own efforts, and 2% to his teacher.;John Philip Sousa;teacher
No, I'm happy to go on living the life I've chosen. I'm a university teacher and I like my job.;Antonio Tabucchi;teacher
I've never considered myself a celebrity or even part of the entertainment business. I'm a cooking teacher.;Martin Yan;teacher
I love kids, so two things that I have thought about are being a pediatrician or a kindergarten teacher.;Karlie Kloss;teacher
I'm the son of an everyman. My father is a teacher. He teaches physics at a boys' school in Sydney.;Alex O'Loughlin;teacher
I had a great drama teacher in high school, and that's when I started to learn about the history of theater.;Elizabeth Olsen;teacher
All I wanted was to be a university teacher.;Jalal Talabani;teacher
Jesse Jackson is a leader and a teacher who can open our hearts and open our minds and stir our very souls.;Ann Richards;teacher
But I was going to be a teacher my entire life, so I wasn't counting on money to much.;Clay Aiken;teacher
I hope that I serve by being a teacher.;Jenna Bush;teacher
I was a hyper kid in school and the teacher suggested to my mom she needed to do something with me.;Devon Sawa;teacher
If you become a teacher, by your pupils you'll be taught.;Oscar Hammerstein II;teacher
I don't learn so good, no matter how good the teacher is.;Warren Zevon;teacher
I'm sure that had I not been a coach, I would have been some form of a teacher.;John Madden;teacher
I worked as a secretary, a waitress and a dance teacher - all in high school.;Jennie Garth;teacher
I had this wonderful career and thought I would retire as a teacher.;Tim Gunn;teacher
I could never have a better teacher in those days than my father.;Tony Visconti;teacher
My father still is a lawyer, and my mom was a teacher and then later a career counselor.;Steve Case;teacher
The office of the public teacher is an unenviable and thankless one.;Felix Adler;teacher
The role of the teacher is to create the conditions for invention rather than provide ready-made knowledge.;Seymour Papert;teacher
